installation_s3ic_id,description,date,georisques_id,ocr_status,size
0065.06270,AP autorisation 22-03-2021,2021-03-22,P/8/8acb34fd78ab227f0178ab2720cc0008,SUCCESS,6079708.0
0065.06270,AP 2018-26,2018-02-27,P/9/8acb34016362e7640163632c184d0009,SUCCESS,252114.0
0065.06270,Arrêté préfectoral concernant ENERTHERM ALENCON (COURBEVOIE) daté du 06/11/2014,2014-11-06,P/f/62e4795d263949f8bbc5b8d31c0e051f,SUCCESS,362258.0
0065.06270,Arrêté préfectoral concernant ENERTHERM ALENCON (COURBEVOIE) daté du 09/07/2013,2013-07-09,P/0/203e023e6ba04ede8b1fc6548715de60,SUCCESS,391960.0
0065.06270,Arrêté préfectoral concernant ENERTHERM ALENCON (COURBEVOIE) daté du 16/04/2013,2013-04-16,P/1/788354a98a024b2e8fb80eaf6c505d71,SUCCESS,391961.0
0065.06270,AP,2010-09-02,P/8/8acb34fd73ece2720173ed2f176920e8,SUCCESS,4838311.0
0065.06270,AP complémentaire  -étude PNSE,2006-02-09,P/a/60b51ee5a96e45a9a722e8fa1dc5725a,SUCCESS,159262.0
0065.06270,"AP d'autorisation (n°2003-56) -R. 2910/A/1 (A), 2910/A/2, 1432/2/b, 2920/2/b (D)",2003-10-08,P/8/46c522af0d73482c8f8d31fe09daf188,SUCCESS,1608091.0
0065.06270,AP complémentaire -fourniture compléments EdD,2002-10-30,P/d/6ce453c195394ec0b0835839f8893aad,SUCCESS,216386.0
0065.06270,"AP d'urgence -conditions exploitation  (procédure ""Bouchardeau"")",2002-08-30,P/6/d3abbf8d51dd42bfb15398e51b272cd6,SUCCESS,1697659.0
0065.06270,AP complémentaire (n°2002-222) -fourniture étude d'impact,2002-06-14,P/0/081990402e484cffbcc8e296df7384b0,SUCCESS,117284.0
0065.06270,AP complémentaire (n°2001-126) -délocalisation TAR et CLI,2001-04-05,P/6/f64da2bdb7404cde81b617b121e67a76,SUCCESS,125905.0
0065.06270,AP complémentaire (TAR) n°2001-13,2001-02-01,P/c/44b76ea23c574cbe90eb7fbd0e2a94bc,SUCCESS,189360.0
0065.06270,AP complémentaire (réfrigération),2000-01-24,P/6/6507d5ffe6874f4199e904cc3c720f76,SUCCESS,233152.0
0065.06270,AP de prescriptions d'urgence  n°94-018 (L 512-12),1994-04-22,P/1/67d05f2165214bc88e8e31fb941b9871,SUCCESS,380734.0
0065.06271,APC,2020-01-23,P/8/8acb34fd74a0e9290174a11a43a50838,SUCCESS,510266.0
0065.06271,AP complémentaire (Art. R. 512-31),2011-05-16,P/0/5ec5214dc67a4b809e2b9382f8828620,SUCCESS,1749521.0
0065.06271,APC PPA,2007-01-15,P/0/8acb34015edd1ae7015edd3a4d540020,SUCCESS,105570.0
0065.06277,AP n°2019-73 ,2019-04-10,P/4/8acb34fd6a6e54f8016a6e5799510004,SUCCESS,671993.0
0065.06277,AP 2017-45 DU 31/01/2017,2017-01-31,P/4/8acb34015a83c007015a83c3439b0004,SUCCESS,7087926.0
0065.06277,AP 2017-45 DU 31/01/2017,2017-01-31,P/8/8acb34015a83c007015a83cc72a70018,SUCCESS,7087926.0
0065.06277,AP 2017-45 DU 31/012017,2017-01-31,P/c/8acb34015a83c007015a83c7c075000c,SUCCESS,7087926.0
0065.06277,AP complémentaire (POI),2009-01-28,P/8/52f08141945d4d80b7235cd3453580c8,SUCCESS,273875.0
0065.06277,AP complémentaire (rejete d'eaux usées) ,2006-12-22,P/1/f37529aad1b0486c96634536d2d95601,SUCCESS,920702.0
0065.06277,AP complémentaire (PPA -VLE chaudières)  n°2006-174,2006-12-11,P/b/70bbf7f529474c58ba67d38c61b7c1ab,SUCCESS,209393.0
0065.06277,AP d'autorisation (TAC),1998-10-08,P/1/120ba31e8675411aa31f03261b323811,SUCCESS,1005833.0
0065.06277,AP d'autorisation,1997-05-29,P/e/53f3b4a6e2df4b538056a8ba5ede168e,SUCCESS,2922732.0
0065.06282,Arrêté préfectoral concernant EDF TAC daté du 04/10/2012,2012-10-04,P/8/00765c1488ac42ef9825bbef5c77e708,SUCCESS,2401308.0
0065.06284,Arrêté préfectoral DCPPAT n° 2020-48 du 25 mai 2020,2021-02-17,P/c/8acb34fd77b002a80177b00cc997000c,SUCCESS,1014637.0
0065.06284,AP 2018-02 du 18/01/2018,2018-01-18,P/4/8acb34016155c768016155cb0cdb0004,SUCCESS,1023582.0
0065.06284,AP 2017-269 DU 28/12/2017,2017-12-28,P/6/8acb3401612397df0161239c10b10006,SUCCESS,362811.0
0065.06284,AP 2017-115 DU 19/05/2017,2017-05-19,P/e/8acb3401611e0dd601611e35e1c3000e,SUCCESS,712887.0
0065.06284,AP 2017-103 DU 09/05/2017,2017-05-09,P/6/8acb3401618a3c0801618a99134b0026,SUCCESS,915768.0
0065.06284,AP 2016-144 DU 29/08/2016,2016-08-29,P/e/8acb3401618a3c0801618aa32ac9002e,SUCCESS,1363765.0
0065.06284,AP 2016-73 DU 30/05/2016,2016-05-30,P/c/8acb3401618f3bad01618f74e8af000c,SUCCESS,246387.0
0065.06284,Arrêté préfectoral concernant MERSEN (EX CARBONE LORRAINE) daté du 16/03/2016,2016-03-16,P/6/b398caed9da343cca0c2c2b60b179256,SUCCESS,467919.0
0065.06284,AP 2016-23 DU 25/02/2016,2016-02-25,P/8/8acb3401618f3bad01618f7337870008,SUCCESS,193336.0
0065.06284,Arrêté préfectoral concernant MERSEN daté du 25/02/2016,2016-02-25,P/f/48182932f2594c62a2b152af5753474f,SUCCESS,193337.0
0065.06284,Arrêté préfectoral concernant MERSEN (EX CARBONE LORRAINE) daté du 28/12/2015,2015-12-28,P/b/bca1a17dc64d4755aabc2b3bf91dbbdb,SUCCESS,235806.0
0065.06284,Arrêté préfectoral concernant MERSEN (EX CARBONE LORRAINE) daté du 09/12/2015,2015-12-09,P/6/6f77115c7a634f3b8cb5cadc34679e96,SUCCESS,530608.0
0065.06284,Arrêté préfectoral concernant MERSEN (EX CARBONE LORRAINE) daté du 06/11/2015,2015-11-06,P/c/c7daef0e0cb14f5399dbeea9c8a2c82c,SUCCESS,3677978.0
0065.06284,Arrêté préfectoral concernant MERSEN daté du 19/10/2015,2015-10-19,P/8/fab1f0af72104480934530c95778d328,SUCCESS,249608.0
0065.06284,Arrêté préfectoral concernant MERSEN (EX CARBONE LORRAINE) daté du 19/02/2014,2014-02-19,P/b/67ece073903b418fba1b7164748b87db,SUCCESS,269147.0
0065.06284,Arrêté préfectoral concernant MERSEN (EX CARBONE LORRAINE) daté du 14/01/2014,2014-01-14,P/7/7b99bb8e9c2e437bad5d616697698df7,SUCCESS,324040.0
0065.06284,Arrêté préfectoral concernant MERSEN (EX CARBONE LORRAINE) daté du 24/08/2012,2012-08-24,P/5/c5dea0475326438eae97d0a7119f7485,SUCCESS,237368.0
0065.06284,Arrêté préfectoral concernant MERSEN (EX CARBONE LORRAINE) daté du 02/08/2012,2012-08-02,P/f/58541283ec584d2c807d5c084e83f86f,SUCCESS,233638.0
0065.06284,AP complémentaire (Art. R. 512-31) - actualisation de la réglementation,1997-10-17,P/7/58f1eb98c0e84e178c73d9c2286707c7,SUCCESS,1850617.0
0065.06287,Arrêté préfectoral concernant SOGEPP daté du 12/03/2012,2012-03-12,P/4/5a0fedde96c84a4b8321440349b545f4,SUCCESS,592873.0
0065.06287,"AP complémentaire   acte EdD, MMR",2009-11-13,P/2/34896aafcd2f466988f16e0cd5531652,SUCCESS,246709.0
0065.06287,AP complémentaire (Demande de compléments à l'EdD et mesures réduction risque),2009-02-13,P/2/74390c83c2da422ca9ce8cdba15ba5c2,SUCCESS,309276.0
0065.06288,apc,2019-08-12,P/d/8acb34fd74a0e9290174a11eadbc083d,SUCCESS,5488471.0
0065.06288,Arrêté préfectoral concernant TOTAL MARKETING FRANCE daté du 28/05/2015,2015-05-28,P/d/aa1c6b59f5354a3f8d3670e08323961d,SUCCESS,269669.0
0065.06288,Arrêté préfectoral concernant TOTAL- GENNEVILLIERS daté du 12/03/2012,2012-03-12,P/1/8134310bacb14f779e2035b7311a0ee1,SUCCESS,622542.0
0065.06288,AP complémentaire (Demande compléments EdD - Prescrptions réduction des risques),2009-04-29,P/b/c82773ec641147b982143539b168d58b,SUCCESS,215024.0
0065.06289,Arrêté préfectoral imposant des garanties financières,2014-10-16,P/3/8acb34014960e5ce01496122249200c3,SUCCESS,333837.0
0065.06289,Arrêté préfectoral concernant TRAPIL - GENNEVILLIERS daté du 24/09/2012,2012-09-24,P/9/9510b95eaa6f4231b34162f120ba6f69,SUCCESS,2747219.0
0065.06289,Arrêté préfectoral concernant TRAPIL - GENNEVILLIERS daté du 28/08/2012,2012-08-28,P/2/a58b78ce02554bdda0def8b25e9c8292,SUCCESS,2417681.0
0065.06289,AP complémentaire (n°2009-152) -acte EdD -MMR,2009-11-13,P/2/4d95c84c3b9a4d07be98e95cd71fe052,SUCCESS,197839.0
0065.06289,AP complémentaire (Demande de compléments Etude de Danger et réduction risque),2009-02-13,P/b/557e5a4e43634f7aacf4b6489512bb0b,SUCCESS,322722.0
0065.06290,Arrêté préfectoral concernant PHOSALU 31178 daté du 24/02/2014,2014-02-24,P/3/7616fabada2f498fa33c87f74d87e5f3,SUCCESS,1764725.0
0065.06290,AP complémentaire (RSDE),2010-02-22,P/8/efa8373d61c04a9eb1c75d1da48d96d8,SUCCESS,4149148.0
0065.06294,Arrêté préfectoral complémentaire DCPPAT n°2021-43 du 16 avril 2021,2021-04-29,P/5/8acb34fd791c485801791c505d6f0005,SUCCESS,396042.0
0065.06294,Arrêté préfectoral complémentaire n°2020-11 modifiant l'arrêté n°2003-141 du 18/06/2003,2020-03-13,P/4/8acb34fd70d2ea550170d2fc6dee0004,SUCCESS,1410379.0
0065.06294,AP 2018-55 du 05/04/2018,2018-05-04,P/a/8acb3401632a5feb01632a9221ae001a,SUCCESS,1065958.0
0065.06294,arrêté instaurant des garanties financières,2014-06-10,P/3/8acb340146aeaa090146aec74db40043,SUCCESS,333274.0
0065.06294,Arrêté préfectoral concernant ISOCHEM 31314 daté du 15/04/2013,2013-04-15,P/1/1e677063305b4d988e017d97f2ca5271,SUCCESS,756863.0
0065.06294,Arrêté préfectoral concernant ISOCHEM 31314 daté du 24/08/2012,2012-08-24,P/8/5556eb8b4b354abfa386066e872e90f8,SUCCESS,326262.0
0065.06294,AP complémentaire (art 18 déc. 77) - suite à BdF,2008-11-12,P/3/25002f2f45354a43ad695f4b2211f833,SUCCESS,1228828.0
0065.06295,AP Complémentaire,2021-03-09,P/7/8acb34fd781714fe017817182b870007,SUCCESS,3957700.0
0065.06295,AP complémentaire PPA,2007-01-15,P/9/635150c6a81242a494c95a651addf6a9,SUCCESS,155283.0
0065.06301,AP d'autorisation (station de transit et de traitement de déchets),2008-12-08,P/5/1122d13479354790bbe337f2a7aae525,SUCCESS,167888.0
0065.06309,Arrêté préfectoral concernant CASH (MAISON DE NANTERRE) daté du 08/04/2013,2013-04-08,P/3/d0c66f0094ce45e0a1e1175456b299b3,SUCCESS,789365.0
0065.06309,"AP complémentaire (VLE-PPA, contrôles inopinés)",2006-12-18,P/9/43aabe16b21f4ea693fbeb9f6ed89ef9,SUCCESS,151203.0
0065.06309,AP d'autorisation (2910/A/1 : Chaufferie - cogénération),1997-11-05,P/b/8a4dd653cf1048e9b3a61333d473312b,SUCCESS,1840173.0
0065.06313,Arrêté préfectoral concernant SOCIETE DES LUBRIFIANTS DE NANTERRE daté du 30/06/2014,2014-06-30,P/8/c5b3d5f29c3c475a9f4ba2f13656cfc8,SUCCESS,306694.0
0065.06313,Arrêté préfectoral concernant SOCIETE DES LUBRIFIANTS DE NANTERRE daté du 30/06/2014,2014-06-30,P/d/c918507612d84d70a9c735ce339c5a1d,SUCCESS,355984.0
0065.06313,AP complémentaire (n° 2009-182)-RSDE,2009-12-23,P/f/92074138b4824a8cb3f09fcb6a592cff,SUCCESS,3726473.0
0065.06314,Arrêté préfectoral concernant CCMP (EX DPN) daté du 14/03/2012,2012-03-14,P/0/7c2cb98be98b4142a0312445641b0040,SUCCESS,613044.0
0065.06314,Arrêté interpréfectoral PPRT,2009-02-25,P/4/914c72cda8cb4df1bcad49c1ad3f25d4,SUCCESS,207882.0
0065.06314,APC donnant acte de l'instruction de l'EDD MARS 2008 ,2008-10-22,P/8/86a47b65dd584b0f91ad973f11cb07e8,SUCCESS,312120.0
0065.06314,AP garanties financières suite à changement exploitant,2008-03-31,P/7/3bc65bafd4e4485b86d7d2c60b7bd0f7,SUCCESS,167321.0
0065.06314,AP complémentaire (art 18 déc. 77) - EdD-PPRT,2008-03-11,P/6/7d489a5272c54e3888433bfe014e08b6,SUCCESS,43140.0
0065.06320,AP d'autorisation (chaufferie gaz),2007-07-11,P/e/1246f8cb811f4d768cdedc1a7054e82e,SUCCESS,457010.0
0065.06320,AP complémentaire (art 18 déc. 77) - PPA,2007-01-08,P/7/c286254c2cb7421b9a88bff39b5a23c7,SUCCESS,112785.0
0065.06325,AP 2020-107 du 30/07/2020,2020-07-30,P/d/8acb34fd75dacc6f0175dad2b0ed000d,SUCCESS,2908930.0
0065.06325,Arrêté préfectoral concernant SOCLIS daté du 24/04/2012,2012-04-24,P/0/8577ce49abd34b58839c82be7525f7b0,SUCCESS,1989522.0
0065.06327,Arrêté préfectoral concernant VLG CHEM daté du 11/04/2014,2014-04-11,P/f/845b91bf9c4a404d84518f4144188bcf,SUCCESS,313342.0
0065.06327,AP complémentaire -RSDE ,2009-12-29,P/d/6134251e37564728a8734c48b00d047d,SUCCESS,4283192.0
0065.06328,AP  2018-127 du 27 07 2018_VLG_GALVANOPLAST,2018-07-27,P/c/8acb3583655c679901655c7bfa43000c,SUCCESS,5277686.0
0065.06328,AP 2018-122 du 17 07 2018_Abrogeant APMED 2018-112_VLG_GALVANOPLAST,2018-07-17,P/0/8acb3583655c679901655c7fd89d0010,SUCCESS,145547.0
0065.06328,AP MED 2018-64 du 17 04 2018,2018-04-17,P/4/8acb3401637310ab0163733281fb0004,SUCCESS,196839.0
0065.06328,Arrêté préfectoral concernant FRANTZ ELECTROLYSE daté du 13/01/2015,2015-01-13,P/6/0cc5649b7ac34d47a5f3024a0d00bcb6,SUCCESS,427034.0
0065.06328,AP complémentaire -RSDE ,2009-12-29,P/d/d7c7c4c6eca04f47b9fcbcdeddba3c5d,SUCCESS,3950068.0
0065.06328,APA installations de traitement de surface (R2665-A),2008-12-09,P/6/3f3e38e222a849049c4e62bf83fd02d6,SUCCESS,3945887.0
0065.06329,Arrêté préfectoral complémentaire,2020-06-18,P/c/8acb34fd72c781e70172c7c34bfe003c,SUCCESS,1462597.0
0065.06329,Arrêté préfectoral concernant UNIVAR (EX LAMBERT RIVIERE) daté du 22/12/2014,2014-12-22,P/6/571bdc671e8543e795cc8421c5199166,SUCCESS,531046.0
0065.06329,Arrêté préfectoral concernant UNIVAR (EX LAMBERT RIVIERE) daté du 04/04/2013,2013-04-04,P/b/164c8d0de4f84dbd9128e24ec2ef4dbb,SUCCESS,265794.0
0065.06329,Arrêté préfectoral concernant UNIVAR (EX LAMBERT RIVIERE) daté du 13/12/2012,2012-12-13,P/3/57d7d31137344fb5bd52ff0905e3ea83,SUCCESS,647658.0
0065.06329,AP complémentaire (Art. R. 512-31),2011-11-07,P/1/39296bdec45946a3ab6629029c5c2741,SUCCESS,308286.0
0065.06329,AP complémentaire (complément EdD) n°2009-180,2009-12-21,P/3/c5f117d4f54841a99b7b5afd0185d953,SUCCESS,356940.0
0065.06333,APC,2020-08-12,P/5/8acb34fd73e27ac50173e286fc320005,SUCCESS,3226429.0
0065.06333,AP complémentaire (PPA) ,2006-12-18,P/f/86f93c2a353d432198c33340a5b43ebf,SUCCESS,186790.0
0065.06333,AP d'autorisation n°98-026,1998-05-26,P/d/041cf3c020f74114af895807e4fa3f5d,SUCCESS,1333038.0
0065.06336,Nouveau document,2017-12-21,P/c/8acb340160793c12016079832934000c,SUCCESS,265483.0
0065.06336,Arrêté préfectoral complémentaire,2014-05-16,P/b/8acb34014a19c0b5014a19cfdc88000b,SUCCESS,605216.0
0065.06336,Arrêté préfectoral complémentaire,2012-05-10,P/1/8acb34013783680e0137836ec7e40011,SUCCESS,1265798.0
0065.06336,AP d'autorisation,2011-09-06,P/e/f513fc2e930641ddaad97ab450d59d1e,SUCCESS,1637032.0
0065.06347,Arrêté préfectoral complémentaire,2013-05-03,P/4/8acb34013ead42f0013ead66c2650024,SUCCESS,324862.0
0065.06347,Arrêté préfectoral complémentaire,2012-06-08,P/6/8acb340137ef428f0137efe60c170016,SUCCESS,1177997.0
0065.06347,AP d'autorisation,2009-08-04,P/a/ed0f1b884bd7431280894634fd76839a,SUCCESS,2322250.0
0065.06348,Nouveau document,2017-01-03,P/8/8acb34015964c53d015964e9efd90008,SUCCESS,665334.0
0065.06348,AP complémentaire (Art. R. 512-31),2010-05-10,P/1/2680438d5b4942fca4a364b9d44031b1,SUCCESS,194909.0
0065.06350,AP complémentaire PPA,2007-01-24,P/4/0b4c556dacd0411b9ad61f83649fd1a4,SUCCESS,147637.0
0065.06353,Arrêté préfectoral complémentaire TS,2012-10-11,P/9/8acb34013a6edf16013a6f4a27530049,SUCCESS,3326873.0
0065.06356,Arrêté préfectoral d'autorisation d'exploiter,2014-12-22,P/7/dc0d14bc19f0447bbb132995d7d16d37,SUCCESS,2124894.0
0065.06356,Arrêté préfectoral complémentaire,2013-10-25,P/6/8acb3401456fd10101456fd810380006,SUCCESS,2531217.0
0065.06356,AP complémentaire (Art. R. 512-31) - IPPC,2009-12-11,P/a/bafc7b7de9b34996a3b31bdf5c87331a,SUCCESS,286399.0
0065.06356,AP complémentaire PPA,2007-01-17,P/a/f27c54b03eea466a94e9859d094af37a,SUCCESS,158143.0
0065.06361,Nouveau document,2019-04-15,P/0/8acb34fd6a20d6ce016a20e08daa0020,SUCCESS,159925.0
0065.06361,Arrêté préfectoral concernant CHRETIEN daté du 16/05/2013,2013-05-16,P/c/8acb34014034ddc7014034e44033000c,SUCCESS,629747.0
0065.06365,Nouveau document,2018-01-22,P/7/8acb34fd742b278d01742b306e010007,SUCCESS,777915.0
0065.06365,AP complémentaire (VLE - IPPC) ,2010-01-14,P/e/da447d60d32644999fb28425761b9d7e,SUCCESS,295264.0
0065.06365,AP complémentaire (art 18 déc. 77),2007-01-24,P/1/4b57a48475704dbca163cb0791098411,SUCCESS,151884.0
0065.06365,Nouveau document,2001-01-29,P/6/8acb34fd743574cc01743579b1f40006,SUCCESS,2149654.0
0065.06369,Arrêté préfectoral complémentaire,2016-04-05,P/3/8acb340153ea68f10153eac2efbe0023,SUCCESS,2526959.0
0065.06369,AP complémentaire PPA,2007-04-20,P/8/a754cd779f474837a84b1fe2ac28b688,SUCCESS,253631.0
0065.06375,Nouveau document,2017-08-04,P/0/8acb34015dad6363015dadac3e640050,SUCCESS,1078975.0
0065.06375,Arrêté préfectoral complémentaire,2014-12-14,P/a/ca659c821afa4f549e58cdc459f3f06a,SUCCESS,646537.0
0065.06375,Arrêté préfectoral d'autorisation,2013-02-20,P/2/8acb34013ead42f0013eade0b1a900d2,SUCCESS,6958822.0
0065.06375,Arrêté préfectoral concernant CHIMIREC daté du 26/12/2011,2011-12-26,P/6/d1b5f8c06e1d427289d5cd0f28f5fb46,SUCCESS,276944.0
0065.06375,AP complémentaire  - modification des VLE de l'ap du 18/09/09,2010-01-26,P/8/43df6004ee4347cdb309c49b174bd618,SUCCESS,177969.0
0065.06375,AP complémentaire (Art. R. 512-31) - RSDE,2009-12-03,P/c/ddbe304e35e8451099a2b22269609a9c,SUCCESS,3693924.0
0065.06375,AP complémentaire (n°09.2519) -IPPC -VLE,2009-09-18,P/3/e11d172a6ed34b03a654d290ab7a1fe3,SUCCESS,242187.0
0065.06375,AP d'autorisation ,1999-12-23,P/9/13c37de5d77444918e24cf1447db0599,SUCCESS,1518152.0
0065.06379,Arrêté préfectoral complémentaire sécheresse,2013-05-03,P/8/8acb34013ead42f0013ead7fef1d0038,SUCCESS,660950.0
0065.06379,Arrêté préfectoral complémentaire,2012-05-24,P/f/8acb34013783680e013783723f28001f,SUCCESS,1205221.0
0065.06379,AP complémentaire (art 18 déc. 77) - radioéléments,2007-11-19,P/d/121196eae9ce4cb7b3bb36413a1a90cd,SUCCESS,800466.0
0065.06391,Arrêté préfectoral complémentaire RSDE,2012-07-06,P/e/8acb3401385cbf6301385cc4b976000e,SUCCESS,1387818.0
0065.06391,Arrêté préfectoral complémentaire TS,2012-06-07,P/9/8acb34013a20968e013a20a088360009,SUCCESS,584234.0
0065.06395,Nouveau document,2016-08-10,P/5/8acb340156745d6b01567467f06a0005,SUCCESS,600672.0
0065.06395,AP complémentaire (PPA),2007-01-24,P/f/cacbf7e728154293a9e5b6c5331cc3cf,SUCCESS,198289.0
0065.06408,Arrêté préfectoral complémentaire RSDE,2012-07-27,P/c/8acb340138d735b90138d7fdb1d6002c,SUCCESS,2208729.0
0065.06408,Arrêté préfectoral complémentaire TS,2012-07-06,P/e/8acb34013a20968e013a20a4d75a000e,SUCCESS,679268.0
0065.06419,Arrêté préfectoral complémentaire,2014-09-26,P/b/8acb340148d6058d0148d64de54d009b,SUCCESS,656388.0
0065.06419,Arrêté préfectoral 2012-3227,2012-11-12,P/a/756d45ed89c947bfa484b58e719926ba,SUCCESS,1004588.0
0065.06419,APc RSDE,2009-12-09,P/e/7fde92617b5e4a0399fd48cfd5bc51ae,SUCCESS,3860420.0
0065.06419,AP complémentaire (Art. R. 512-31),2009-09-18,P/4/b6892cd3cbd2428e80ef40f7a16bb124,SUCCESS,1655555.0
0065.06431,Arrêté préfectoral complémentaire,2014-07-31,P/5/8acb340148d6058d0148d63243530045,SUCCESS,8604870.0
0065.06431,AP complémentaire (Art. R. 512-31) IPPC,2009-07-15,P/7/166fcb55bd7a4f4489b4e14ffb6e2ae7,SUCCESS,297869.0
0065.06436,Nouveau document,2016-12-15,P/9/8acb3401590276ea015902892a980029,SUCCESS,1430383.0
0065.06436,Arrêté préfectoral complémentaire de prescription particulières,2015-07-08,P/1/8acb34014fbc5061014fbc8b85f80021,SUCCESS,1114965.0
0065.06436,Arrêté préfectoral complémentaire de prescriptions particulières,2015-07-08,P/5/8acb34014fbc5061014fbc8e557e0025,SUCCESS,1295312.0
0065.06436,Arrêté préfectoral complémentaire RSDE,2012-06-21,P/f/8acb3401385617c50138564f3d0d000f,SUCCESS,1170536.0
0065.06436,Arrêté préfectoral complémentaire,2012-02-06,P/7/18238ec428e74197aa6b488e9f109ae7,SUCCESS,1012836.0
0065.06440,Nouveau document,2017-12-21,P/4/8acb340160793c120160795216030004,SUCCESS,156973.0
0065.06442,AP complémentaire PPA,2007-01-10,P/9/687dfe37794f45fb8f43b021fe5885e9,SUCCESS,168190.0
0065.06444,Arrêté préfectoral complémentaire,2013-12-10,P/6/8acb340142e61c140142e62e57050006,SUCCESS,673776.0
0065.06444,Arrêté préfectorale complémentaire RSDE,2012-10-24,P/f/8acb34013c7206a7013c724182ce000f,SUCCESS,8269779.0
0065.06445,Arrêté préfectoral complémentaire (prescriptions),2015-08-07,P/4/8acb34014fcafab2014fcb1f30320014,SUCCESS,419583.0
0065.06445,Arrêté préfectoral complémentaire RSDE,2012-10-22,P/0/8acb34013c7206a7013c72883aa60080,SUCCESS,4479497.0
0065.06445,AP complémentaire (Art. R. 512-31),2011-08-26,P/a/a37811950e3f4c7ab94ed806250a05ba,SUCCESS,198270.0
0065.06445,AP complémentaire (art 18 déc. 77),2008-12-16,P/2/0c92ad89e0434f5c97cf7c9f6508cfa2,SUCCESS,370802.0
0065.06446,Nouveau document,2016-08-10,P/1/8acb340156745d6b0156748a3f960011,SUCCESS,3168089.0
0065.06446,AP complémentaire (modif apa n°00-3846 du 22/09/00),2009-08-27,P/1/a6af2db4905249c3884405ac72488f01,SUCCESS,252614.0
0065.06453,Arrêté préfectoral complémentaire,2014-07-31,P/d/8acb340148d6058d0148d6403349006d,SUCCESS,8939237.0
0065.06453,AP complémentaire - vle COT (modif apa  03/03/05),2010-03-09,P/6/ccd1f12cfd204fd39efcff95e3c0b1b6,SUCCESS,158197.0
0065.06453,AP complémentaire - RSDE ,2010-01-20,P/8/0c4e849bdfb341c4ba5472a48f495408,SUCCESS,3789732.0
0065.06453,AP constitution CLI,2007-03-22,P/4/c8c24e4ebc0446f6985d209bdef72634,SUCCESS,178695.0
0065.06454,Arrêté préfectoral complémentaire,2015-11-13,P/c/8acb3401517bdac301517be0c3e8000c,SUCCESS,8932528.0
0065.06454,Arrêté préfectoral complémentaire,2015-07-27,P/5/8acb3401528cefef01528d01896c0005,SUCCESS,1589454.0
0065.06454,Arrêté préfectoral complémentaire,2014-11-26,P/f/8acb34014a0b43b9014a0b521483000f,SUCCESS,8671335.0
0065.06454,Arrêté préfectoral complémentaire,2014-07-31,P/5/8acb3401517b638201517b91f7180005,SUCCESS,22791337.0
0065.06454,Arrêté préfectoral complémentaire,2012-05-07,P/9/8acb34013783680e0137836afcc50009,SUCCESS,318318.0
0065.06454,APc IPPC,2009-12-22,P/d/734df0df957a438d99a9c5f9d01eb34d,SUCCESS,842969.0
0065.06454,AP complémentaire PPA,2007-01-19,P/b/563c0fff1fcd4b9bac9fe9c64d6f8aeb,SUCCESS,175400.0
0065.06455,Arrêté préfectoral d'autorisation d'exploiter,2014-06-13,P/2/72cc102174f0402b9cf9ca8c766a0de2,SUCCESS,3239450.0
0065.06456,Nouveau document,2017-08-30,P/5/8acb34015e33194c015e331c98d20005,SUCCESS,4153245.0
0065.06457,Nouveau document,2016-10-20,P/3/8acb34fd742b502901742b672a210013,SUCCESS,587392.0
0065.06457,Nouveau document,2016-10-20,P/e/8acb34fd742b502901742b657197000e,SUCCESS,282965.0
0065.06457,Arrêté préfectoral complémentaire,2014-08-07,P/6/8acb340148d6058d0148d64a04480086,SUCCESS,401236.0
0065.06457,Arrêté préfectoral complémentaire,2011-04-26,P/2/8acb3401454052db0145416000bd00a2,SUCCESS,290884.0
0065.06457,Arrêté préfectoral d'autorisation,2011-03-22,P/e/8acb3401454052db01454153ceef009e,SUCCESS,2991745.0
0065.06457,AP complémentaire (art 18 déc. 77),2008-08-20,P/c/31d04cf74a5140d6a0455fa0c164a9ec,SUCCESS,195291.0
0065.06463,AP complémentaire (art 18 déc. 77) - PPA - R2910/A/1(A),2007-03-26,P/0/41031376dc754be5952a2a810be37db0,SUCCESS,101021.0
0065.06467,AP complémentaire (Art. R. 512-31),2010-10-20,P/a/e37f46f409894933b8136c425abd0e1a,SUCCESS,2313674.0
0065.06473,APC,2012-12-28,P/f/8acb34013cd8c18a013cd8d48955000f,SUCCESS,1514532.0
0065.06477,APC,2014-06-05,P/b/8acb340147445e0c0147449156cd002b,SUCCESS,2080299.0
0065.06477,Arrêté préfectoral concernant METAL COULEUR SYSTEMES daté du 12/07/2012,2012-07-12,P/0/8acb340138e0e4e50138e22ca8d80040,SUCCESS,2012144.0
0065.06477,AP complémentaire (IPPC),2010-02-22,P/f/a7754ce8e13f475eaf6ed80458836d1f,SUCCESS,309899.0
0065.06477,AP complémentaire  -RSDE ,2009-12-21,P/8/69b0e9f2554f41fd846409476ba8e508,SUCCESS,2889085.0
0065.06481,arrêté complémentaire de prescriptions,2017-04-03,P/b/8acb34015b57e6f0015b581d4722401b,SUCCESS,901896.0
0065.06481,APC,2014-07-28,P/a/8acb340148d0e7de0148d103b794000a,SUCCESS,221231.0
0065.06487,APC,2014-06-05,P/0/8acb340147445e0c01474494ae9d0030,SUCCESS,69766.0
0065.06487,AP cmplémentaire,2013-11-15,P/6/8acb3401428034390142803a92930006,SUCCESS,181509.0
0065.06489,APC,2017-12-19,P/4/8acb3401616beac301616bf1cc270004,SUCCESS,19187426.0
