s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
0065.13276,1510,,NC,Entrepôts couverts,2019-07-04,,2019-07-04,En fonctionnement,1510,#,NC,1.000,m3
0065.21147,1510,2-b,E,Entrepot enregistré,2018-07-13,,2018-07-13,En fonctionnement,1510,2,E,148430.000,m3
0074.04336,1510,2-b,E,Entrepot enregistré,2013-03-15,2005-07-08,2012-09-25,En fonctionnement,1510,2,E,63396.000,m3
0074.05342,1510,2-b,E,Entrepot enregistré,2014-02-13,1814-11-23,2014-02-13,En fonctionnement,1510,2,E,230000.000,m3
0065.07216,1510,2-b,E,Entrepot enregistré,2011-11-25,,,En fonctionnement,1510,2,E,264710.000,m3
0065.07748,1510,2-a,A,Entrepot autorisé,1814-11-23,1814-11-23,,En fonctionnement,1510,1,A,449650.000,m3
0065.07216,2662,1,E,Stockage de polymères enregistré,2011-11-25,,,En fonctionnement,2662,2,E,0.000,m3
0065.15542,2662,1,E,Stockage de polymères enregistré,2016-12-22,,2016-12-22,En fonctionnement,2662,1,A,51870.000,m3
0065.04889,2662,,NC,Stockage de polymères,2018-01-19,2001-02-12,2018-01-19,En fonctionnement,2662,#,NC,15.000,m3
0074.05342,1530,1,E,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2014-02-13,1814-11-23,2014-02-13,En fonctionnement,1530,1,A,66580.000,m3
0065.07403,1530,,NC,"Dépôts de papiers, cartons ou analogues",2004-12-24,2004-12-24,,En fonctionnement,1530,#,NC,10.000,m3
0065.01280,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2014-02-04,2003-10-14,2014-02-04,En fonctionnement,1530,3,D,10870.000,m3
0065.02381,2160,2-a,A,Silos autres que plats autorisés,2016-11-15,1911-11-11,2016-11-15,En fonctionnement,2160,2-a,A,31521.000,m3
0065.04351,1532,2-b,D,Stockage bois déclaré,2018-09-06,2011-05-24,2018-09-06,En fonctionnement,1532,3,D,20000.000,m3
0065.06112,1532,2-b,D,Stockage bois déclaré,2020-03-03,2008-11-07,,En fonctionnement,1532,3,D,6600.000,m3
0065.06446,1532,2-b,D,Stockage bois déclaré,2016-07-27,,2016-07-27,En fonctionnement,1532,3,D,3500.000,m3
0065.06369,1532,,NC,Stockage de bois ou de matériaux analogues,1814-11-23,2015-04-30,,En fonctionnement,1532,,NC,1000.000,m3
0065.06090,1433,A-b,D,LIQUIDES INFLAMMABLES (MELANGE OU EMPLOI),1814-11-23,1974-12-16,,En fonctionnement,261,A-2,D,0.000,m3
0065.06715,2910,A-1,E,Combustion,2007-07-18,1990-06-14,1990-06-14,En fonctionnement,2910,A-1,A,26.000,MW
0065.06090,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1814-11-23,1974-12-16,,En fonctionnement,405,B-2-a,unknown,0.000,L
0065.01451,2663,2,NC,Stockage de pneumatiques,2008-08-14,2008-08-14,,En fonctionnement,2663,2,NC,800.000,
0065.01451,2663,1,NC,Stockage de pneumatiques alvéolaires ou expansés,2008-08-14,2008-08-14,,En fonctionnement,2663,1,NC,200.000,
0065.06669,2713,1,E,Métaux et déchets de métaux (transit),1814-11-23,2011-05-06,2011-05-06,En fonctionnement,2713,1,A,8000.000,m2
0074.02253,1131,3-c,D,Toxiques (emploi ou stockage),1814-11-23,2007-11-14,2007-11-14,En fonctionnement,1131,3-c,D,0.800,t
0065.17642,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",1973-09-04,1973-09-04,1973-09-04,En fonctionnement,405,B-1-b,unknown,0.000,L/j
0065.17642,2920,2,NC,Réfrigération ou compression (installation de) pression >10E5 Pa,1973-09-04,1973-09-04,1973-09-04,En fonctionnement,33,#,unknown,0.000,
0065.18417,1510,2-b,E,Entrepot enregistré,1991-06-28,,2020-03-25,En fonctionnement,1510,2,E,71250.000,m3
0065.01550,2564,1-c,D,"Supérieur à 200 l, mais inférieur ou égal à 1500 l",2015-10-14,2015-10-14,2015-10-14,En fonctionnement,2564,A-2,D,280.000,L
0074.04875,3550,,A,stockage temporaire de déchets,2014-01-03,,2014-01-03,En fonctionnement,3550,,A,76.000,t
0065.06867,1510,2-a,A,Entrepot autorisé,2000-03-30,2000-03-30,2000-03-30,En fonctionnement,1510,1,A,473383.000,m3
0065.10547,1510,2-a,A,Entrepot autorisé,2004-12-01,2004-12-01,,En fonctionnement,1510,1,A,137500.000,m3
0065.05992,1510,2-a,A,Entrepot autorisé,1998-03-17,1998-03-17,,En fonctionnement,1510,1,A,57200.000,m3
0065.02951,1611,#,NC,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2001-04-06,2001-04-06,2001-04-06,En fonctionnement,1611,#,NC,5.000,m3
0065.07403,1611,#,NC,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2004-12-24,2004-12-24,,En fonctionnement,1611,#,NC,19.400,kg
0065.01135,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2014-09-25,2014-09-25,,En fonctionnement,2921,b,D,250.000,kW
0065.19805,1158,B-1,A,Diisocyanate de diphénylméthane (MDI),2015-09-29,1994-03-10,,En fonctionnement,1158,B-1,A,34.000,t
0065.19805,2661,1-a,A,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2015-09-29,1994-03-10,,En fonctionnement,2661,1-a,A,165.000,t/j
0065.19805,1131,1-c,D,Toxiques (emploi ou stockage),2015-09-29,1994-03-10,,En fonctionnement,1131,1-c,D,9.000,t
0065.19805,1450,2,D,Solides inflammables,2015-09-29,1994-03-10,,En fonctionnement,1450,2-b,D,800.000,kg
0065.06473,2521,1,E,Centrale d'enrobage à chaud,2012-12-28,1968-01-29,1968-01-29,En fonctionnement,2521,1,A,440.000,
0065.06473,2521,2-a,E,Centrale d'enrobage à froid de plus de 1500 t/j,2012-12-28,1968-01-29,1968-01-29,En fonctionnement,2521,2-a,A,1680.000,t/j
0065.06473,1175,,NC,Organohalogénés (emploi de liquides),2012-12-28,1999-10-29,1999-10-29,En fonctionnement,1175,,NC,199.000,L
0065.06473,1520,1,A,"Houille, coke,etc (dépôt)",2012-12-28,1996-07-16,1996-07-16,En fonctionnement,1520,1,A,1160.000,t
0065.06473,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2012-12-28,1996-07-16,1996-07-16,En fonctionnement,2915,2,D,10000.000,L
0065.19805,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2015-09-29,1994-03-10,,En fonctionnement,2925,#,D,38.000,kW
0065.19805,2662,2,D,Stockage de polymères D,2015-09-29,1994-03-10,,En fonctionnement,2662,3,D,436.000,m3
0065.06473,1172,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TRES TOXIQUES (STOCKAGE ET EMPLOI),2012-12-28,1999-10-29,,En fonctionnement,1172,#,NC,8.000,
0065.06473,1173,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TOXIQUES (STOCKAGE ET EMPLOI),2012-12-28,1999-10-29,,En fonctionnement,1173,#,NC,82.000,
0065.06473,1220,#,NC,Oxygène (emploi et stockage),2012-12-28,1999-10-29,,En fonctionnement,1220,#,NC,0.085,
0065.06473,1418,#,NC,Acétylène (stockage ou emploi),2012-12-28,1999-10-29,,En fonctionnement,1418,#,NC,40.000,
0065.06473,1611,#,NC,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2012-12-28,1999-10-29,,En fonctionnement,1611,#,NC,10.000,
0065.06473,2516,,NC,Station de transit de produits minéraux pulvérulents,2012-12-28,1999-10-29,,En fonctionnement,2516,,NC,228.000,
0065.19805,1173,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TOXIQUES (STOCKAGE ET EMPLOI),2015-09-29,1994-03-10,,En fonctionnement,1173,#,NC,24.500,t
0065.19805,1412,2,NC,Gaz inflammables liquéfiés (stockage),2015-09-29,1994-03-10,,En fonctionnement,1412,2,NC,5.100,t
0065.14275,2931,1,A,Ateliers d’essais sur banc de moteurs de puissance > à 150 kW,2014-03-21,,2014-03-21,En fonctionnement,2931,#,A,3300.000,kW
0065.12763,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2009-03-11,2009-03-11,2009-03-11,En fonctionnement,2915,2,D,1479.000,L
0065.10547,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2004-12-01,2004-12-01,,En fonctionnement,2925,#,D,16.500,kW
0065.03356,2564,1-c,D,"Supérieur à 200 l, mais inférieur ou égal à 1500 l",2010-12-07,2010-12-07,,En fonctionnement,2564,A-2,D,920.000,l
0074.03372,1432,2,NC,Liquides inflammables (stockage),2014-06-30,2015-03-09,,En fonctionnement,1432,2,NC,10.000,
0074.03372,1510,2-b,E,Entrepot enregistré,2014-06-30,2015-03-09,,En fonctionnement,1510,2,E,283135.000,m3
0065.01834,1412,#,NC,Gaz inflammables liquéfiés (stockage),2001-05-17,2001-05-17,,En fonctionnement,1412,#,NC,5.000,t
0065.17004,1510,2-b,E,Entrepot enregistré,2014-01-14,,,En fonctionnement,1510,2,E,225000.000,m3
0065.17004,2663,2-a,E,Stockage de pneumatiques,2014-01-14,,,En fonctionnement,2663,2-b,E,30000.000,m3
0065.01280,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2014-02-04,,2014-02-04,En fonctionnement,2925,#,D,12.000,kW
0065.02558,3410,k,A,	tensioactifs et agents de surface,2014-11-21,2014-11-21,2014-11-21,En fonctionnement,3410,k,A,150000.000,
0065.01451,1172,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TRES TOXIQUES (STOCKAGE ET EMPLOI),2008-08-14,2008-08-14,,En fonctionnement,1172,#,NC,1.000,t
0065.12763,1172,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TRES TOXIQUES (STOCKAGE ET EMPLOI),2009-03-11,2009-03-11,2009-03-11,En fonctionnement,1172,#,NC,0.588,t
0065.01451,1611,#,NC,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2008-08-14,2008-08-14,,En fonctionnement,1611,#,NC,6.000,t
0065.12763,1611,#,NC,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2009-03-11,2009-03-11,2009-03-11,En fonctionnement,1611,#,NC,1.800,t
0065.06868,2521,1,E,Centrale d'enrobage à chaud,2013-03-21,1999-02-12,2013-03-21,En fonctionnement,2521,1,A,150.000,T/H
0065.06868,1520,2,D,"Houille, coke,etc (dépôt)",2013-03-21,1999-02-12,2013-03-21,En fonctionnement,1520,2,D,150.000,t
0065.06868,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2013-03-21,,2013-03-21,En fonctionnement,2515,1-c,D,172.000,kW
0065.06868,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2013-03-21,1999-02-12,2013-03-21,En fonctionnement,2915,2,D,1000.000,L
0065.02739,1434,2,A,Liquides inflammables (remplissage ou distribution) autres que 1435,2015-11-27,2005-05-12,2015-11-27,En fonctionnement,1434,2,A,20.000,m3/h
0065.02739,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2015-11-27,2015-11-27,2015-11-27,En fonctionnement,2925,#,D,18.000,kW
0065.02739,47xx,,NC,,,2015-11-27,2015-11-27,En fonctionnement,47xx,,NC,,
0065.02739,47xx,,NC,,,2015-11-27,2015-11-27,En fonctionnement,47xx,,NC,,
0065.04275,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2015-09-11,2015-09-11,,En fonctionnement,2925,#,D,150.000,kW
0065.04275,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2015-09-11,,,En fonctionnement,4510,2,D,30.000,t
0065.09049,1530,,NC,"Dépôts de papiers, cartons ou analogues",2007-02-14,2007-02-14,2007-02-14,En fonctionnement,1530,#,NC,680.000,
0065.07403,3230,b,A,opérations de forgeage,2004-12-24,2004-12-24,2004-12-24,En fonctionnement,2560,1,A,1651.000,kW
0065.07403,2565,,NC,Traitement de surface,2004-12-24,2004-12-24,,En fonctionnement,2565,#,NC,90.000,L
0065.05775,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1814-11-23,1992-05-22,,En fonctionnement,3,1,unknown,0.000,KW
0074.02972,2255,2,A,"Alcools de bouche,eaux-de-vie,liqueurs(stockage)",1814-11-23,1814-11-23,,En fonctionnement,2255,2,A,1830.000,m3
0065.03676,2517,2,D,Station de transit de minéraux autres que 2516,2011-12-02,2011-12-02,2011-12-02,En fonctionnement,2517,2,D,50000.000,m3
0065.15108,2711,,NC,"Transit, regroupement ou tri de déchets d’équipements électriques et électroniques",2013-04-03,2013-04-03,2013-04-03,En fonctionnement,2711,,NC,40.000,
0065.16611,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2012-04-03,,2012-04-03,En fonctionnement,2925,#,D,100.000,kW
0065.16611,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2012-04-03,,2012-04-03,En fonctionnement,1530,3,D,5000.000,m3
0065.00137,1432,2-b,D,Liquides inflammables (stockage),1994-02-07,1994-02-07,,En fonctionnement,253,2,D,66.000,m3
0578.00004,2230,2,D,"Supérieure à 7 000 l/j, mais inférieure ou égale à 70 000 l/j ",2007-03-30,,,En fonctionnement,2230,2,D,14000.000,L/j
0594.00110,2920,2-b,D,Réfrigération ou compression (installation de) pression >10E5 Pa,1989-08-24,,,En fonctionnement,2920,2-b,D,1.000,kW
0065.05775,1432,2-b,D,Liquides inflammables (stockage),1814-11-23,1992-05-22,,En fonctionnement,253,2,D,0.000,m3
0065.06494,1432,2-b,D,Liquides inflammables (stockage),1814-11-23,1992-04-28,,En fonctionnement,1432,2-b,D,100.000,m3
0065.16611,1510,2-b,E,Entrepot enregistré,2012-04-03,,2012-04-03,En fonctionnement,1510,2,E,1900.000,m3
0065.12763,2910,A-2,D,Combustion,2009-03-11,2009-03-11,2009-03-11,En fonctionnement,2910,A-2,D,5.753,MW
0065.05946,2910,A-2,D,Combustion,1997-05-27,1997-05-27,,En fonctionnement,2910,A-2,D,5.000,MW
0065.04577,1131,2-c,D,Toxiques (emploi ou stockage),2010-10-11,2010-10-11,2017-12-21,En fonctionnement,1131,2-c,D,9.000,t
0065.04577,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2010-10-11,2010-10-11,2017-12-21,En fonctionnement,1172,3,D,60.000,t
0065.10717,1432,2-b,D,Liquides inflammables (stockage),2007-12-03,2007-12-03,,En fonctionnement,1432,2-b,D,29.000,m3
0074.04800,2663,2-b,D,Stockage de pneumatiques,2013-10-16,1814-11-23,,En fonctionnement,2663,2-c,D,2000.000,m3
0074.04800,1510,2-b,E,Entrepot enregistré,2013-10-16,1983-02-14,,En fonctionnement,1510,2,E,237000.000,m3
0065.08159,2716,2,D,déchets non dangereux non inertes (transit),2011-11-28,,,En fonctionnement,2716,2,D,250.000,m3
0074.02253,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),1814-11-23,2007-11-14,2007-11-14,En fonctionnement,1414,3,D,0.000,
0578.00004,2102,2,D,Elevage de porcs de 50 à 450 animaux-équivalents,2007-03-30,,,En fonctionnement,2102,2,D,150.000,u éq.
0065.03322,1432,2-a,A,Liquides inflammables (stockage),1999-11-24,1999-11-24,2012-02-02,En fonctionnement,253,1,A,0.000,m3
0065.03322,1432,2-a,A,Liquides inflammables (stockage),1999-11-24,1999-11-24,2012-02-02,En fonctionnement,253,1,A,164.000,m3
0065.03322,1432,2-a,A,Liquides inflammables (stockage),1999-11-24,1999-11-24,2012-02-02,En fonctionnement,253,1,A,1030.000,m3
0074.03892,1432,2,NC,Liquides inflammables (stockage),2013-04-29,2000-06-13,,En fonctionnement,1432,2,NC,1.500,m3
0074.02713,1432,,NC,Liquides inflammables (stockage),2003-06-16,2003-06-16,2003-06-16,En fonctionnement,1432,#,NC,4.000,m3
0065.07403,1432,,NC,Liquides inflammables (stockage),2004-12-24,2004-12-24,,En fonctionnement,1432,#,NC,0.610,m3
0065.06473,1435,,NC,Stations service,2012-12-28,1999-10-29,,En fonctionnement,1435,#,NC,12.000,
0065.06816,4130,1,NC,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2016-06-01,2000-03-15,2016-06-01,En fonctionnement,4130,1,NC,4.900,t
0065.22582,2760,3,E,Installation de stockage de déchets inertes,2021-01-26,,,En fonctionnement,2760,3,E,98000.000,
0074.05927,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,2018-06-21,2000-03-21,2018-06-21,En fonctionnement,1434,1-b,D,13.000,m3/h
0074.05927,47xx,,NC,,,,2018-06-21,En fonctionnement,47xx,,NC,,
0065.00322,2221,2,D,"Supérieure à 500 kg/j, mais inférieure ou égale à 4 t/j",2019-01-08,2019-01-08,2019-01-08,En fonctionnement,2221,2,D,990.000,t/j
0065.06816,4140,2,NC,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2016-06-01,2000-03-15,2016-06-01,En fonctionnement,4140,2,NC,0.990,t
0065.06816,4510,,NC,Dangereux pour l’environnement aquatique 1,2016-06-01,2000-03-15,2016-06-01,En fonctionnement,4510,,NC,15.000,t
0065.06816,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-06-01,2000-03-15,2016-06-01,En fonctionnement,4511,,NC,20.000,t
0065.18210,4331,1,A,Liquides inflammables de catégorie 2 ou catégorie 3,2017-06-20,,2017-06-20,En fonctionnement,4331,1,A,1500.000,t
0065.18210,47xx,,NC,,,,2017-06-20,En fonctionnement,47xx,,NC,,
0065.18210,4320,2,D,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,2017-06-20,,2017-06-20,En fonctionnement,4320,2,D,149.000,t
0065.01384,47xx,,NC,,,,2016-06-13,En fonctionnement,47xx,,NC,,
0074.08386,2930,1-a,E,Ateliers de réparation et entretien de véhicules à moteur,1814-11-23,1814-11-23,,En fonctionnement,2930,1-a,A,18000.000,m2
0065.18210,4330,2,D,Liquides inflammables de catégorie 1,2017-06-20,,2017-06-20,En fonctionnement,4330,2,D,3.000,t
0065.18210,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2017-06-20,,2017-06-20,En fonctionnement,4510,2,D,90.000,t
0065.06816,47xx,,NC,,,2000-03-15,2016-06-01,En fonctionnement,47xx,,NC,,
0065.06816,4330,,NC,Liquides inflammables de catégorie 1,2016-06-01,2000-03-15,2016-06-01,En fonctionnement,4330,,NC,0.900,t
0065.18210,4511,2,D,Dangereux pour l'environnement aquatique de catégorie chronique 2,2017-06-20,,2017-06-20,En fonctionnement,4511,2,D,190.000,t
0065.17591,2781,2-b,E,Installations de méthanisation de déchets non dangereux,2019-11-12,2019-11-12,,En fonctionnement,2781,2-b,E,68.500,t/j
0065.00049,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2016-11-04,2008-06-24,2016-11-04,En fonctionnement,2515,2,D,84.000,kW
0065.00055,2524,,D,"Taillage, sciage et polissage de minéraux naturels ou artificiels",2018-03-19,2002-04-30,,En fonctionnement,2524,#,D,40.000,kW
0065.20615,2518,a,E,Installation de production de béton prêt à l'emploi,2017-05-19,2017-08-11,,En fonctionnement,2518,a,E,6.000,m3
0065.07586,2510,1,A,Carrières (exploitation de),2020-01-22,2004-05-18,,En fonctionnement,2510,1,A,0.000,
0065.05050,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2021-01-21,2016-06-09,2021-01-21,En fonctionnement,2921,b,D,892.000,kW
0065.05050,47xx,,NC,,,2020-06-17,2021-01-21,En fonctionnement,47xx,,NC,,
0065.05050,1510,2-b,E,Entrepot enregistré,2021-01-21,2020-06-17,2021-01-21,En fonctionnement,1510,2,E,54264.000,m3
0065.05050,1435,,NC,Stations service,2021-01-21,2016-06-09,2021-01-21,En fonctionnement,1435,,NC,370.000,m3
0065.05050,1185,2-a,D,Quantité susceptible d'être présente,2021-01-21,2020-06-17,2021-01-21,En fonctionnement,1185,2-a,D,337.200,kg
0065.05050,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2021-01-21,2021-01-21,2021-01-21,En fonctionnement,2925,1,D,152.000,kW
0065.24522,4330,,NC,Liquides inflammables de catégorie 1,1965-05-18,1965-05-18,1965-05-18,En fonctionnement,254,A-1-c,unknown,0.000,L
0065.24522,1175,,NC,Organohalogénés (emploi de liquides),1965-05-18,1965-05-18,1965-05-18,En fonctionnement,251,2,unknown,0.000,
0065.24522,1432,2-b,D,Liquides inflammables (stockage),1965-05-18,1965-05-18,1965-05-18,En fonctionnement,256,2,unknown,0.000,L
0065.24522,1433,A-a,A,LIQUIDES INFLAMMABLES (MELANGE OU EMPLOI),1965-05-18,1965-05-18,1965-05-18,En fonctionnement,261,B-a,unknown,0.000,L
0065.04880,47xx,,NC,,,,2014-09-22,En fonctionnement,47xx,,NC,,
0065.17542,3510,,A,Traitement de déchets dangereux,2018-03-08,2016-08-10,2018-03-08,En fonctionnement,3510,,A,9.500,t/j
0065.04880,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2018-02-27,1997-10-02,2014-09-22,En fonctionnement,2515,1-a,A,1585.000,kW
0578.00005,2910,,NC,Installation de combustion,2017-07-31,,2017-07-31,En fonctionnement,2910,,NC,0.200,MW
0065.04202,4321,,NC,Aérosols extrêmement inflammables ou inflammables,2017-02-07,,2017-02-07,En fonctionnement,4321,,NC,0.330,t
0065.04480,2910,,NC,Installation de combustion,2018-01-10,,2018-01-10,En fonctionnement,2910,,NC,1.520,MW
0065.05453,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2016-07-22,1998-12-02,2016-07-22,En fonctionnement,2515,2,D,90.000,kW
0065.03572,2910,A-2,D,Combustion,2017-05-23,2000-03-21,2017-05-23,En fonctionnement,2910,A-2,D,3.900,MW
0074.04691,4110,1-b,D,Toxicité aiguë catégorie 1,2019-02-08,2005-06-08,2019-02-08,En fonctionnement,4110,1-b,D,300.000,kg
0074.04691,4130,2-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2019-02-08,2005-06-08,2019-02-08,En fonctionnement,4130,2-b,D,3.000,t
0065.20253,2910,A-2,D,Combustion,2018-04-06,2018-04-06,2018-04-06,En fonctionnement,2910,A-2,D,2.000,MW
0065.05994,2575,,D,Emploi de matières abrasives,2017-10-16,1998-05-13,1998-05-13,En fonctionnement,2575,#,D,74.000,kW
0065.05994,1185,2-a,D,Quantité susceptible d'être présente,2017-10-16,2015-03-17,2017-01-13,En fonctionnement,1185,2-a,D,350.000,kg
0065.20014,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2017-11-21,,2017-11-21,En fonctionnement,2515,1-a,A,600.000,kW
0065.20014,2171,#,D,"Dépôts de fumiers, engrais et supports de culture",2017-11-21,,2017-11-21,En fonctionnement,2171,#,D,270.000,m3
0065.20014,2517,,NC,Station de transit de produits minéraux autres,2017-11-21,,2017-11-21,En fonctionnement,2517,,NC,3700.000,m2
0065.07586,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2020-01-22,2016-01-14,2016-01-14,En fonctionnement,2515,1-a,A,4100.000,kW
0065.05453,4510,1,A,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2016-07-22,2016-07-22,2016-07-22,En fonctionnement,4510,1,A,199.990,t
0065.13144,2910,A-1,E,Combustion,2019-04-09,2009-03-31,2019-04-09,En fonctionnement,2910,A-1,E,33.500,MW
0065.00287,2661,1-b,E,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2017-05-15,1983-06-13,2017-05-15,En fonctionnement,2661,1-b,E,10.500,t/j
0065.12803,47xx,,NC,,,2009-07-31,2016-10-19,En fonctionnement,47xx,,NC,,
0065.01394,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2008-02-12,1814-11-23,1990-07-19,En fonctionnement,2925,#,D,60.000,kW
0065.12371,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2016-07-28,2016-05-30,2016-11-15,En fonctionnement,1630,,NC,94.000,t
0065.12371,3410,b,A,hydrocarbures oxygénés,2016-07-28,,2016-11-15,En fonctionnement,3410,b,A,240.000,
0065.12371,4000,,NC,Substances et mélanges dangereux (définition et classification des),2016-07-28,,2016-11-15,En fonctionnement,4000,,NC,0.000,
0065.12371,4510,,NC,Dangereux pour l’environnement aquatique 1,2016-07-28,2016-05-30,2016-11-15,En fonctionnement,4510,,NC,9.000,t
0065.12371,47xx,,NC,,,2016-05-30,2016-11-15,En fonctionnement,47xx,,NC,,
0065.12371,47xx,,NC,,,2016-05-30,2016-11-15,En fonctionnement,47xx,,NC,,
0065.00049,47xx,,NC,,,,2016-11-04,En fonctionnement,47xx,,NC,,
0065.00049,4120,1-b,D,Toxicité aiguë catégorie 2,2016-11-04,,2016-11-04,En fonctionnement,4120,1-b,D,36.000,t
0065.00049,2530,2-a,A,Verre (fabrication et travail du),2016-11-04,2016-11-04,2016-11-04,En fonctionnement,2530,2-a,A,290.000,t/j
0065.00049,2570,#,NC,Email,2016-11-04,,2016-11-04,En fonctionnement,2570,#,NC,6.300,kg/j
0065.00049,2921,a,E,La puissance thermique évacuée maximale étant supérieure ou égale à 3000 kW,2016-11-04,2014-05-16,2016-11-04,En fonctionnement,2921,a,E,10203.000,kW
0065.00049,3330,,A,Fabrication du verre,2016-11-04,,2016-11-04,En fonctionnement,3330,,A,290.000,t/j
0065.00049,4440,1,A,"Solides comburants catégorie 1,2 ou 3",2016-11-04,,2016-11-04,En fonctionnement,4440,1,A,190.000,t
0065.00049,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-11-04,,2016-11-04,En fonctionnement,4511,,NC,51.600,t
0065.21336,2718,2,D,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2019-12-13,2019-06-14,,En fonctionnement,2718,2,D,0.900,t
0065.01394,2930,,NC,Ateliers de réparation et d'entretien de véhicules à moteurs,2008-02-12,2008-02-12,1990-07-19,En fonctionnement,2930,#,NC,560.000,m2
0074.03032,1435,2,D,Stations-service,2016-07-07,1973-12-18,2016-07-07,En fonctionnement,1435,2.,D,1500.000,m3
0577.00219,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2014-11-26,,,En fonctionnement,3660,a,A,117400.000,u
0065.01775,2910,A-2,D,Combustion,2003-05-09,2003-05-09,,En fonctionnement,2910,A-2,D,2.988,MW
0065.13196,2780,2-a,A,Installations de traitement aérobie de déchets non dangereux,2016-08-05,,,En fonctionnement,2780,2-a,A,82.000,t/j
0065.13196,2910,A,NC,Combustion,2016-08-05,,,En fonctionnement,2910,A,NC,250.000,
0065.13196,1435,Nota,NC,Stations-service,2016-08-05,,,En fonctionnement,1435,Nota,NC,6.000,
0065.06816,2175,,D,Dépôts d'engrais liquides,2016-06-01,2000-03-15,2016-06-01,En fonctionnement,2175,2,D,275.000,m3
0065.13196,1432,2,NC,Liquides inflammables (stockage),2016-08-05,2013-10-15,,En fonctionnement,1432,2,NC,2.000,
0065.12632,2910,,NC,Installation de combustion,2008-07-12,1814-11-23,2008-07-12,En fonctionnement,2910,#,NC,350.000,kW
0065.14433,4331,2,E,Liquides inflammables de catégorie 2 ou catégorie 3,2017-01-23,2017-01-23,,En fonctionnement,4331,2,E,315.000,t
