,Unnamed: 0,s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
80899,341993,0564.01303,2920,2-b,D,Réfrigération ou compression (installation de) pression >10E5 Pa,2007-01-21,,2007-01-21,En fonctionnement,2920,2-b,D,137.500,kW
80915,342037,0058.01468,1450,2,D,Solides inflammables,2007-07-31,2007-07-31,2007-07-31,En fonctionnement,1450,2-b,D,0.200,t
80920,342065,0052.00500,1432,,NC,Liquides inflammables (stockage),2008-10-09,2008-10-09,2008-10-09,En fonctionnement,1432,#,NC,7.240,m3
80932,342136,0060.02329,1510,2-c,D,Entrepot déclaré,2006-07-28,2006-07-28,2006-07-28,En fonctionnement,1510,2,D,10000.000,m3
80960,342228,0060.02996,1531,#,D,"Stockages, par voie humide (immersion ou aspersion), de bois non traité chimiquement",2005-01-24,2005-01-24,,En fonctionnement,1531,#,D,0.000,m3
80963,342235,0550.01056,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2015-12-08,,,En fonctionnement,3660,a,A,69000.000,u
80971,342255,0060.00385,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2008-09-16,2008-09-16,2012-02-10,En fonctionnement,2515,2,D,200.000,kW
81001,342379,0060.02211,2517,,NC,Station de transit de produits minéraux autres,1996-10-28,1996-10-28,1996-10-28,En fonctionnement,2517,#,NC,5000.000,
81058,342640,0074.06537,47xx,,NC,,,,2015-10-08,En fonctionnement,47xx,,NC,,
81070,342715,0072.05594,2250,2,E,"Alcools,eaux de vie et liqueurs (production par distillation)",2013-11-05,2008-01-11,2013-11-05,En fonctionnement,2250,2,E,175.000,hl/j
81075,342777,0072.08663,2250,2,E,"Alcools,eaux de vie et liqueurs (production par distillation)",2010-06-10,2010-06-10,2010-06-10,En fonctionnement,2250,2,D,490.000,L/j
81083,342817,0072.02830,2662,,NC,Stockage de polymères,2012-07-02,1999-08-04,2012-07-02,En fonctionnement,2662,#,NC,100.000,m3
81084,342818,0072.02830,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2012-07-02,1999-08-04,2012-07-02,En fonctionnement,2915,2,D,1750.000,L
81088,342826,0072.02830,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2012-07-02,2012-07-02,2012-07-02,En fonctionnement,2940,2-b,D,100.000,kg/j
81089,342827,0072.02830,2564,1-c,D,"Supérieur à 200 l, mais inférieur ou égal à 1500 l",2012-07-02,,2012-07-02,En fonctionnement,2564,2,D,400.000,L
81091,342843,0579.03062,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2015-01-05,2015-01-05,2015-01-05,En fonctionnement,3660,a,A,53000.000,u
81093,342845,0072.03794,2160,,NC,"Silos et stockage de céréales, grains…",2011-05-18,2011-05-18,,En fonctionnement,2160,#,NC,88.000,m3
81096,342853,0072.05594,2251,B-2,D,"Vins (préparation, conditionnement)",2008-01-11,2008-01-11,2008-01-11,En fonctionnement,2251,2,D,13000.000,hL/an
81100,342910,0579.00669,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2015-02-05,1979-09-25,2015-02-05,En fonctionnement,3660,a,A,51000.000,u
81132,343051,0586.01002,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2004-05-28,,2004-05-28,En fonctionnement,2111,1,A,42250.000,u éq.
81142,343119,0060.00385,1432,2-a,A,Liquides inflammables (stockage),2008-09-16,2008-09-16,2012-02-10,En fonctionnement,1432,2-a,A,107.810,m3
81150,343164,0060.00385,1200,2-b,A,"Comburants (fabrication, emploi, stockage)",2008-09-16,2008-09-16,2012-02-10,En fonctionnement,1200,2-b,A,190.000,t
81176,343276,0065.20865,2661,1-a,A,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2019-07-09,2018-05-03,2019-07-09,En fonctionnement,2661,1-a,A,90.000,t/j
81245,343493,0033.01410,47xx,,NC,,,,1970-12-15,En fonctionnement,47xx,,NC,,
81250,343505,0065.06294,3410,c,A,hydrocarbures sulfurés,2015-09-09,,2020-08-05,En fonctionnement,3410,c,A,0.000,
81251,343506,0065.06294,3410,a,A,hydrocarbures simples ,2015-09-09,,2020-08-05,En fonctionnement,3410,a,A,0.000,
81252,343507,0065.06294,3410,e,A,hydrocarbures phosphorés,2015-09-09,,2020-08-05,En fonctionnement,3410,e,A,0.000,
81253,343508,0065.06294,3450,,A,Fabrication de produits pharmaceutiques,2015-09-09,,2020-08-05,En fonctionnement,3450,,A,45.820,
81254,343509,0065.06294,3410,k,A,	tensioactifs et agents de surface,2015-09-09,,2020-08-05,En fonctionnement,3410,k,A,0.000,
81255,343510,0065.06294,3410,d,A,hydrocarbures azotés,2015-09-09,,2020-08-05,En fonctionnement,3410,d,A,0.000,
81256,343511,0065.06294,4331,2,E,Liquides inflammables de catégorie 2 ou catégorie 3,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4331,2,E,330.000,t
81257,343512,0065.06294,4440,2,D,"Solides comburants catégorie 1,2 ou 3",2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4440,2,D,15.000,t
81258,343513,0065.06294,4441,2,D,"Liquides comburants catégorie 1,2 ou 3",2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4441,2,D,15.000,t
81259,343514,0065.06294,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4510,2,D,60.000,t
81264,343524,0065.06294,4511,2,D,Dangereux pour l'environnement aquatique de catégorie chronique 2,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4511,2,D,100.000,t
81271,343548,0065.09327,4330,,NC,Liquides inflammables de catégorie 1,2020-02-12,2016-07-07,2020-02-12,En fonctionnement,4330,,NC,0.224,t
81272,343549,0065.09327,47xx,,NC,,,2016-07-07,2020-02-12,En fonctionnement,47xx,,NC,,
81286,343614,0065.07338,3642,2-a,A,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,2001-05-11,2001-05-11,,En fonctionnement,2220,1,A,20.000,t/j
81305,343703,0065.03288,2910,A-2,D,Combustion,2017-01-09,1814-11-23,2017-01-09,En fonctionnement,2910,A-2,D,2.790,MW
81309,343728,0065.07338,2910,A-2,D,Combustion,2001-05-11,2001-05-11,,En fonctionnement,2910,A-2,D,4.570,MW
81338,343868,0065.06294,1450,1,A,Solides inflammables,2015-09-09,1992-11-27,2020-08-05,En fonctionnement,1450,1,A,5.000,t
81353,344166,0065.03198,2771,,A,Traitement thermique de déchets non dangereux,2005-08-23,2005-08-23,1986-09-15,En fonctionnement,2771,#,A,123000.000,t/an
81355,344206,0065.00137,2510,1,A,Carrières (exploitation de),1989-07-07,1989-07-07,,En fonctionnement,2510,1,A,450000.000,t/an
81380,344418,0129.00073,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2019-07-22,,2019-07-22,En fonctionnement,2517,1,E,35000.000,m2
81391,344621,0065.01758,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1999-03-03,1999-03-03,1999-03-03,En fonctionnement,2925,#,D,0.000,kW
81409,344695,0065.03233,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,1814-11-23,1996-02-14,,En fonctionnement,2925,#,D,28.500,kW
81411,344698,0065.03431,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2000-06-14,2000-06-14,,En fonctionnement,2925,#,D,90.000,kW
81420,344763,0054.00616,2510,1,A,Carrières (exploitation de),2008-11-28,2008-11-28,2008-11-28,En fonctionnement,2510,1,A,450000.000,t
81443,344890,0054.03136,2565,2-a,E,Traitement de surface,2012-07-06,2012-07-06,2012-07-06,En fonctionnement,2565,2-a,A,7000.000,L
81474,345063,0065.06294,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2015-09-09,1992-11-27,2020-08-05,En fonctionnement,2915,2,D,900.000,L
81475,345067,0065.06294,3410,b,A,hydrocarbures oxygénés,2015-09-09,,2020-08-05,En fonctionnement,3410,b,A,0.000,
81478,345074,0065.06294,3410,g,A,dérivés organométalliques,2015-09-09,,2020-08-05,En fonctionnement,3410,g,A,0.000,
81479,345076,0065.06294,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2015-09-09,2004-12-13,2020-08-05,En fonctionnement,2921,1-b,D,1850.000,kW
81482,345089,0065.06294,4140,1,NC,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4140,1,NC,4.990,t
81485,345096,0065.06294,4140,2-b,D,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4140,2-b,D,5.000,t
81486,345097,0065.06294,4120,1-b,D,Toxicité aiguë catégorie 2,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4120,1-b,D,5.000,t
81487,345100,0065.06294,4120,2-b,D,Toxicité aiguë catégorie 2,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4120,2-b,D,5.000,t
81489,345102,0065.06294,4120,3-b,D,Toxicité aiguë catégorie 2,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4120,3-b,D,0.500,t
81492,345107,0065.06294,4130,1-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4130,1-b,D,7.000,t
81493,345108,0065.06294,4130,2-a,A,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4130,2-a,A,71.500,t
81494,345109,0065.06294,4130,3-b,D,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2015-09-09,2015-07-31,2020-08-05,En fonctionnement,4130,3-b,D,1.000,t
81495,345110,0065.06294,47xx,,NC,,,2015-07-31,2020-08-05,En fonctionnement,47xx,,NC,,
81499,345130,0054.01543,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2014-01-13,2014-01-13,2014-01-13,En fonctionnement,2718,1,A,18.000,t
81540,345333,0054.02056,2260,1-a,E,Supérieure à 500 kW,2016-05-18,2016-05-18,,En fonctionnement,2260,2-a,A,900.000,kW
81551,345380,0255.00091,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",2008-08-05,2008-08-05,,En fonctionnement,2560,2,D,108.000,kW
81553,345387,0033.00150,2760,3,E,Installation de stockage de déchets inertes,2014-06-13,,,En fonctionnement,2760,3,E,1.000,
81559,345422,0054.01219,47xx,,NC,,,2015-04-13,2017-03-24,En fonctionnement,47xx,,NC,,
81565,345457,0065.06294,1434,2,A,Liquides inflammables (remplissage ou distribution) autres que 1435,2015-09-09,1992-11-27,2020-08-05,En fonctionnement,1434,2,A,0.000,
81567,345462,0571.00135,2170,1,A,Engrais et supports de culture (fabrication) à partir de matières organiques,2011-08-23,,2011-08-23,En fonctionnement,2170,1,A,14.320,t/j
81590,345646,0065.06294,47xx,,NC,,,2015-07-31,2020-08-05,En fonctionnement,47xx,,NC,,
81645,345816,0054.02056,1435,2,D,Stations-service,2016-05-18,2016-05-18,,En fonctionnement,1435,2.,D,130.000,m3
81649,345833,0030.13609,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2018-11-22,2018-10-17,2018-11-22,En fonctionnement,2921,b,D,2196.000,kW
81652,345846,0057.01298,47xx,,NC,,,2010-10-11,2018-12-11,En fonctionnement,47xx,,NC,,
81656,345864,0054.01219,2510,1,A,Carrières (exploitation de),2015-04-13,2007-11-14,2007-11-14,En fonctionnement,2510,1,A,350000.000,t
81659,345893,0030.12475,47xx,,NC,,,2019-08-08,2018-12-04,En fonctionnement,47xx,,NC,,
81660,345899,0067.00234,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2013-11-13,2013-11-13,2013-11-13,En fonctionnement,2515,1-b,E,220.000,kW
81665,345923,0128.00010,2663,1-a,E,Stockage de pneumatiques alvéolaires ou expansés,2018-11-09,2018-11-01,,En fonctionnement,2663,1-b,E,7400.000,m3
81672,345947,0062.02417,1200,2-c,D,"Comburants (fabrication, emploi, stockage)",2010-12-02,,,En fonctionnement,1200,2-c,D,26.800,t
81674,345956,0062.02417,1412,#,NC,Gaz inflammables liquéfiés (stockage),2010-12-02,,,En fonctionnement,1412,#,NC,5.100,
81675,345961,0062.02417,2661,1-c,D,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2010-12-02,,,En fonctionnement,2661,1-c,D,8.000,t/j
81676,345962,0062.02417,2560,,NC,Travail mécanique des métaux et alliages,2010-12-02,,,En fonctionnement,2560,,NC,20.500,
81677,345967,0062.02417,2445,2,D,"Transformation du papier, carton",2010-12-02,,,En fonctionnement,2445,2,D,10.000,t/j
81678,345968,0062.02417,3610,b,A,papier ou carton,2010-12-02,,,En fonctionnement,2440,#,A,110.000,
81679,345969,0062.02417,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2010-12-02,,,En fonctionnement,1630,#,NC,71.500,
81691,346006,0255.00091,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2008-08-05,2008-08-05,,En fonctionnement,2940,2-a,A,497.500,kg/j
81703,346030,0255.00091,1158,B-2,D,Diisocyanate de diphénylméthane (MDI),2008-08-05,2008-08-05,,En fonctionnement,1158,B-2,D,2.500,t
81704,346032,0030.12475,2510,1,A,Carrières (exploitation de),2018-12-04,2019-08-08,2018-12-04,En fonctionnement,2510,1,A,550000.000,
81707,346043,0062.01166,2160,2-a,A,Silos autres que plats autorisés,2020-07-29,,2018-05-17,En fonctionnement,2160,2-a,A,22000.000,m3
81708,346046,0062.01166,4321,,NC,Aérosols extrêmement inflammables ou inflammables,2020-07-29,,,En fonctionnement,4321,,NC,36.000,t
81709,346048,0062.01166,2662,1,E,Stockage de polymères enregistré,2020-07-29,,2018-05-17,En fonctionnement,2662,2,E,34000.000,m3
81710,346050,0062.01166,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),2020-07-29,,2018-05-17,En fonctionnement,1414,3,D,10.000,
81711,346051,0062.01166,1432,2,NC,Liquides inflammables (stockage),2020-07-29,,2018-05-17,En fonctionnement,1432,2,NC,8.000,
81712,346053,0062.01166,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2020-07-29,,2018-05-17,En fonctionnement,1630,,NC,10.000,t
81713,346054,0062.01166,2663,1-b,D,Stockage de pneumatiques alvéolaires ou expansés,2020-07-29,,2018-05-17,En fonctionnement,2663,1-c,D,200.000,m3
81714,346056,0059.00765,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2017-09-19,1989-06-27,2017-09-19,En fonctionnement,2515,1-c,D,200.000,kW
81716,346059,0062.01166,2517,,NC,Station de transit de produits minéraux autres,2020-07-29,,2018-05-17,En fonctionnement,2517,,NC,5000.000,m2
81717,346061,0062.01166,1311,,NC,Produits explosifs (stockage de),2020-07-29,,2018-05-17,En fonctionnement,1311,#,NC,8.000,
81718,346062,0062.01166,2663,,NC,Stockage de pneumatiques,2020-07-29,,2018-05-17,En fonctionnement,2663,#,NC,200.000,
81719,346063,0062.01166,47xx,,NC,,,,2018-05-17,En fonctionnement,47xx,,NC,,
81720,346064,0062.01166,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2020-07-29,,2018-05-17,En fonctionnement,2925,#,D,135.000,kW
81721,346065,0062.01166,1510,2-a,A,Entrepot autorisé,2020-07-29,,2018-05-17,En fonctionnement,1510,1,A,348450.000,m3
81722,346066,0062.01166,1611,#,NC,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",2020-07-29,,2018-05-17,En fonctionnement,1611,#,NC,9.000,
81725,346072,0062.01166,4320,2,D,Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2,2020-07-29,,,En fonctionnement,4320,2,D,36.000,t
81726,346073,0062.01166,47xx,,NC,,,,,En fonctionnement,47xx,,NC,,
81727,346074,0059.00765,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2017-09-19,1989-06-27,2017-09-19,En fonctionnement,2915,2,D,400.000,L
81728,346075,0062.01166,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2020-07-29,,2018-05-17,En fonctionnement,1530,3,D,4000.000,m3
81731,346080,0059.00765,47xx,,NC,,,1989-06-27,2017-09-19,En fonctionnement,47xx,,NC,,
81733,346085,0059.00765,2516,,NC,Station de transit de produits minéraux pulvérulents,2017-09-19,,2017-09-19,En fonctionnement,2516,,NC,35.000,m3
81736,346091,0059.00765,4510,,NC,Dangereux pour l’environnement aquatique 1,2017-09-19,,2017-09-19,En fonctionnement,4510,,NC,1.000,t
81757,346144,0062.01166,2795,1,A,"Lavage de fûts, conteneurs,... de substances ou mélanges ou de déchets dangereux",2020-07-29,,2014-09-19,En fonctionnement,2795,1,A,120.000,M3/J
81758,346148,0062.02417,1172,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TRES TOXIQUES (STOCKAGE ET EMPLOI),2010-12-02,,,En fonctionnement,1172,#,NC,2.000,
81759,346149,0062.02417,1173,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TOXIQUES (STOCKAGE ET EMPLOI),2010-12-02,,,En fonctionnement,1173,#,NC,3.000,
81760,346154,0062.02417,1220,#,NC,Oxygène (emploi et stockage),2010-12-02,,,En fonctionnement,1220,#,NC,0.100,
81788,346221,0054.01066,2575,,D,Emploi de matières abrasives,2010-02-18,2010-02-18,1998-06-12,En fonctionnement,2575,#,D,530.000,kW
81799,346267,0054.01390,4130,2-a,A,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2018-08-06,,2018-08-06,En fonctionnement,4130,2-a,A,24.000,t
81803,346273,0054.01390,4140,1-b,D,Toxicité aiguë catégorie 3 pour la voie d'exposition orale,2018-08-06,,2018-08-06,En fonctionnement,4140,1-b,D,24.000,t
81807,346279,0054.01390,4310,2,D,Gaz inflammables catégorie 1 et 2,2018-08-06,,2018-08-06,En fonctionnement,4310,2,D,7.000,t
81812,346284,0054.01390,4440,2,D,"Solides comburants catégorie 1,2 ou 3",2018-08-06,,2018-08-06,En fonctionnement,4440,2,D,24.000,t
81818,346291,0054.01390,4510,1,A,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2018-08-06,,2018-08-06,En fonctionnement,4510,1,A,998.000,t
81825,346301,0054.01390,4511,1,A,Dangereux pour l'environnement aquatique de catégorie chronique 2,2018-08-06,,2018-08-06,En fonctionnement,4511,1,A,894.000,t
81850,346353,0057.02756,2175,,D,Dépôts d'engrais liquides,1999-03-15,1999-03-15,,En fonctionnement,2175,2,D,325.000,m3
81857,346370,0062.01887,3230,a,A,exploitation de laminoirs à chaud,2016-09-29,,2014-04-04,En fonctionnement,3230,a,A,400.000,T/H
81858,346372,0062.01887,4320,,NC,Aérosols extrêmement inflammables ou inflammables,2016-09-29,,,En fonctionnement,4320,,NC,0.008,t
81860,346379,0062.01887,2566,2,A,"En absence de four, la puissance étant supérieure ou égale à 3000 W",2016-09-29,1999-07-26,1998-06-15,En fonctionnement,2566,2,A,0.000,kW
81863,346387,0062.01887,3710,,A,Traitement des eaux résiduaires,2016-09-29,,2014-04-04,En fonctionnement,3710,,A,1.000,
81864,346388,0062.01887,2750,#,A,Station d'épuration collective d'eaux résiduaires industrielles,2016-09-29,1999-07-26,1998-06-15,En fonctionnement,2750,#,A,0.000,
81865,346389,0062.01887,4510,2,D,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2016-09-29,,,En fonctionnement,4510,2,D,46.000,t
81868,346392,0062.01887,4511,,NC,Dangereux pour l’environnement aquatique 2,2016-09-29,,,En fonctionnement,4511,,NC,5.500,t
81869,346394,0062.01887,47xx,,NC,,,,,En fonctionnement,47xx,,NC,,
81870,346396,0054.03136,2575,,D,Emploi de matières abrasives,2012-07-06,2012-07-06,2012-07-06,En fonctionnement,2575,#,D,150.000,kW
81880,346422,0054.03136,1418,3,D,Acétylène (stockage ou emploi),2012-07-06,2012-07-06,2012-07-06,En fonctionnement,1418,3,D,0.420,t
81904,346484,0054.03136,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",2012-07-06,2012-07-06,2012-07-06,En fonctionnement,2560,2,D,185.000,kW
81907,346494,0062.00202,1520,1,A,"Houille, coke,etc (dépôt)",2014-10-07,,,En fonctionnement,1520,1,A,60000.000,t
81908,346495,0062.04703,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2015-01-07,,,En fonctionnement,2921,b,D,452.400,kW
81931,346613,0255.00091,2410,2,D,"Supérieure à 50 kW, mais inférieure ou égale à 250 kW",2008-08-05,2008-08-05,,En fonctionnement,2410,2,D,102.500,kW
81939,346675,0253.00011,2710,1-b,D,collecte de déchets dangereux-DC,2013-04-11,2013-04-11,2013-04-11,En fonctionnement,2710,1-b,D,3.000,t
81940,346676,0253.00011,2710,2-a,E,collecte de déchets non dangereux-E,2013-04-11,2013-04-11,2013-04-11,En fonctionnement,2710,2-a,A,810.000,m3
81942,346682,0253.00011,2715,#,D,"Transit, regroupement ou tri de déchets non dangereux de verre",2013-04-11,2013-04-11,2013-04-11,En fonctionnement,2715,#,D,180.000,m3
81943,346683,0253.00011,2260,1-b,D,Supérieure à 100 kW mais inférieure ou égale à 500 kW,2013-04-11,2013-04-11,2013-04-11,En fonctionnement,2260,2-b,D,353.000,kW
81945,346688,0253.00011,2780,1-c,D,Installations de traitement aérobie de déchets non dangereux,2013-04-11,2013-04-11,2013-04-11,En fonctionnement,2780,1-c,D,18.500,t/j
81947,346703,0054.01219,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2017-03-24,2007-11-14,2017-03-24,En fonctionnement,2517,3,D,9000.000,m2
81948,346704,0255.00091,2661,2-b,D,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2008-08-05,2008-08-05,,En fonctionnement,2661,2-b,D,2.600,t/j
81955,346757,0054.01066,2714,,NC,"Transit, regroupement ou tri de déchets non dangereux de papiers/cartons, plastiques, caoutchouc, textiles, bois",2010-02-18,2010-02-18,,En fonctionnement,128,#,A,2.000,t
81957,346761,0054.01066,2714,,NC,"Transit, regroupement ou tri de déchets non dangereux de papiers/cartons, plastiques, caoutchouc, textiles, bois",2010-02-18,2010-02-18,,En fonctionnement,329,#,A,2.000,t
81958,346768,0057.01289,2760,2,NC,Installation de stockage de déchets non dangereux autre que celle mentionnée au 3,2019-05-27,2019-05-27,,En fonctionnement,2760,2,NC,5000.000,t
81962,346780,0057.01289,3240,,A,Exploitation de fonderies de métaux ferreux,2019-05-27,2019-05-27,,En fonctionnement,3240,,A,100.000,t/j
81971,346794,0057.01702,1436,,NC,Liquides combustibles,2017-11-30,2017-11-30,,En fonctionnement,1436,,NC,9.900,t
81988,346828,0057.01054,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2013-07-08,2008-12-11,2013-07-18,En fonctionnement,2515,1,A,207.200,kW
82009,346883,0059.00765,1435,,NC,Stations service,2017-09-19,,2017-09-19,En fonctionnement,1435,,NC,200.000,m3
82010,346899,0057.01289,2565,2,NC,Traitement de surface ,2019-05-27,2019-05-27,,En fonctionnement,2565,2,NC,10000.000,
82013,346920,0054.01543,1432,2,NC,Liquides inflammables (stockage),2014-01-13,2014-01-13,2014-01-13,En fonctionnement,1432,2,NC,1.600,m3
82014,346921,0054.01543,2714,,NC,"Transit, regroupement ou tri de déchets non dangereux de papiers/cartons, plastiques, caoutchouc, textiles, bois",2014-01-13,2014-01-13,2014-01-13,En fonctionnement,2714,#,NC,95.000,m3
82015,346922,0054.01543,2713,1,E,Métaux et déchets de métaux (transit),2014-01-13,2014-01-13,2014-01-13,En fonctionnement,2713,1,A,5000.000,m2
82017,346927,0054.01543,2712,1,E,"Stockage, dépollution, démontage,… de VHU",2014-01-13,2014-01-13,2014-01-13,En fonctionnement,2712,1-b,E,200.000,m2
82037,347010,0059.00701,2662,b,D,"MATIERES PLASTIQUES, CAOUTCHOUC...(STOCKAGE DE)",1989-11-09,1989-11-09,,En fonctionnement,272,2,unknown,0.000,m3
82040,347014,0054.01066,2910,A-2,D,Combustion,2010-02-18,2010-02-18,1998-06-12,En fonctionnement,2910,A-2,D,13.000,MW
82045,347022,0057.01289,2515,1,NC,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2019-05-27,2019-05-27,,En fonctionnement,2515,1,NC,480.000,kW
82050,347032,0062.01887,2910,A-2,D,Combustion,2016-09-29,1999-07-26,1998-06-15,En fonctionnement,2910,A-2,D,9.700,MW
82070,347068,0057.02756,1434,1-b,D,Liquides inflammables (remplissage ou distribution) autres que 1435,1999-03-15,1999-03-15,,En fonctionnement,1434,1-b,D,9.000,m3
82093,347125,0057.01360,3110,,A,Combustion,2015-11-02,,2015-11-02,En fonctionnement,3110,,A,1.000,MW
82095,347137,0057.01289,2910,,NC,Installation de combustion,2019-05-27,2019-05-27,,En fonctionnement,2910,,NC,12.880,MW
82097,347140,0057.01289,1450,,NC,Solides inflammables,2019-05-27,2019-05-27,,En fonctionnement,1450,,NC,100.000,
82098,347142,0057.01289,4420,,NC,Peroxydes organiques type A ou type B,2019-05-27,2019-05-27,,En fonctionnement,4420,,NC,20.000,kg
82099,347143,0057.01289,47xx,,NC,,,2019-05-27,,En fonctionnement,47xx,,NC,,
82103,347148,0057.01289,1436,,NC,Liquides combustibles,2019-05-27,2019-05-27,,En fonctionnement,1436,,NC,2.000,t
82106,347155,0057.01289,4320,,NC,Aérosols extrêmement inflammables ou inflammables,2019-05-27,2019-05-27,,En fonctionnement,4320,,NC,0.250,t
82108,347165,0057.01289,4331,,NC,Liquides inflammables de catégorie 2 ou catégorie 3,2019-05-27,2019-05-27,,En fonctionnement,4331,,NC,41.000,t
82109,347166,0057.01289,4422,,NC,Peroxydes organiques type E ou type F,2019-05-27,2019-05-27,,En fonctionnement,4422,,NC,0.012,t
82110,347167,0057.01289,4440,,NC,"Solides comburants catégorie 1, 2 ou 3.",2019-05-27,2019-05-27,,En fonctionnement,4440,,NC,0.045,t
82144,347264,0062.01887,2575,,D,Emploi de matières abrasives,2016-09-29,1999-07-26,1998-06-15,En fonctionnement,2575,#,D,0.000,kW
82148,347272,0057.02369,2575,,D,Emploi de matières abrasives,2001-06-22,2001-06-22,,En fonctionnement,2575,#,D,160.000,kW
82158,347312,0057.01360,47xx,,NC,,,2015-11-02,2015-11-02,En fonctionnement,47xx,,NC,,
82168,347339,0059.02574,2663,2-a,E,Stockage de pneumatiques,2004-07-28,,2004-07-28,En fonctionnement,2663,2-b,E,13000.000,m3
82176,347371,0057.01054,2517,2,D,Produits minéraux ou déchets non dangereux inertes (transit),2013-07-08,2008-12-11,2013-07-18,En fonctionnement,195,#,unknown,30.000,t
82182,347389,0059.02574,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2004-07-28,,2004-07-28,En fonctionnement,2925,#,D,15.000,kW
82190,347416,0059.06336,2760,3,E,Installation de stockage de déchets inertes,2008-11-19,2008-11-19,2008-11-19,En fonctionnement,2760,3,E,200000.000,
82195,347425,0057.02369,2910,,NC,Installation de combustion,2001-06-22,2001-06-22,,En fonctionnement,2910,#,NC,940.000,kW
82205,347456,0062.00202,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2014-10-07,,,En fonctionnement,2515,1-c,D,200.000,kW
